"agent","task","method","result","metric"
"Multitask Cascade CNN","WIDER Face (Easy)","Multitask Cascade CNN","0.851","AP"
"LDCF+","WIDER Face (Easy)","LDCF+","0.797","AP"
"Faceness-WIDER","WIDER Face (Easy)","Faceness-WIDER","0.716","AP"
"Multiscale Cascade CNN","WIDER Face (Easy)","Multiscale Cascade CNN","0.711","AP"
"ACF-WIDER","WIDER Face (Easy)","ACF-WIDER","0.695","AP"
"Two-stage CNN","WIDER Face (Easy)","Two-stage CNN","0.657","AP"
"DSFD","WIDER Face (Hard)","DSFD","0.900","AP"
"SRN","WIDER Face (Hard)","SRN","0.896","AP"
"Anchor-based","WIDER Face (Hard)","Anchor-based","0.889","AP"
"PyramidBox","WIDER Face (Hard)","PyramidBox","0.887","AP"
"FDNet","WIDER Face (Hard)","FDNet","0.878","AP"
"Face R-FCN","WIDER Face (Hard)","Face R-FCN","0.876","AP"
"S3FD","WIDER Face (Hard)","S3FD","0.840","AP"
"Massively-large receptive fields","WIDER Face (Hard)","Massively-large receptive fields","0.823","AP"
"MSCNN","WIDER Face (Hard)","MSCNN","0.809","AP"
"CMS-RCNN","WIDER Face (Hard)","CMS-RCNN","0.643","AP"
"Multitask Cascade CNN","WIDER Face (Hard)","Multitask Cascade CNN","0.607","AP"
"LDCF+","WIDER Face (Hard)","LDCF+","0.564","AP"
"Multiscale Cascade CNN","WIDER Face (Hard)","Multiscale Cascade CNN","0.400","AP"
"Faceness-WIDER","WIDER Face (Hard)","Faceness-WIDER","0.315","AP"
"Two-stage CNN","WIDER Face (Hard)","Two-stage CNN","0.304","AP"
"ACF-WIDER","WIDER Face (Hard)","ACF-WIDER","0.290","AP"
"DSFD","FDDB","DSFD","0.991","AP"
"Face R-FCN","FDDB","Face R-FCN","0.990","AP"
"SRN","FDDB","SRN","0.988","AP"
"Anchor-based","FDDB","Anchor-based","0.987","AP"
"PyramidBox","FDDB","PyramidBox","0.987","AP"
"S3FD","FDDB","S3FD","0.983","AP"
"FaceBoxes","FDDB","FaceBoxes","0.960","AP"
"HyperFace","FDDB","HyperFace","0.901","AP"
"DPM","FDDB","DPM","0.864","AP"
"DSFD","WIDER Face (Medium)","DSFD","0.953","AP"
"SRN","WIDER Face (Medium)","SRN","0.948","AP"
"PyramidBox","WIDER Face (Medium)","PyramidBox","0.946","AP"
"FDNet","WIDER Face (Medium)","FDNet","0.939","AP"
"Face R-FCN","WIDER Face (Medium)","Face R-FCN","0.931","AP"
"S3FD","WIDER Face (Medium)","S3FD","0.913","AP"
"Massively-large receptive fields","WIDER Face (Medium)","Massively-large receptive fields","0.908","AP"
"CMS-RCNN","WIDER Face (Medium)","CMS-RCNN","0.874","AP"
"Multitask Cascade CNN","WIDER Face (Medium)","Multitask Cascade CNN","0.820","AP"
"LDCF+","WIDER Face (Medium)","LDCF+","0.772","AP"
"Multiscale Cascade CNN","WIDER Face (Medium)","Multiscale Cascade CNN","0.636","AP"
"Faceness-WIDER","WIDER Face (Medium)","Faceness-WIDER","0.604","AP"
"Two-stage CNN","WIDER Face (Medium)","Two-stage CNN","0.589","AP"
"ACF-WIDER","WIDER Face (Medium)","ACF-WIDER","0.588","AP"
"SRN","PASCAL Face","SRN","0.9909","AP"
"Anchor-based","PASCAL Face","Anchor-based","0.990","AP"
"S3FD","PASCAL Face","S3FD","0.9849","AP"
"FaceBoxes","PASCAL Face","FaceBoxes","0.9630","AP"
"HyperFace-ResNet","PASCAL Face","HyperFace-ResNet","0.9620","AP"
"STN","PASCAL Face","STN","0.9410","AP"
"DPM","PASCAL Face","DPM","0.9029","AP"
"AIM + CAFR","MORPH Album2","AIM + CAFR","99.65","Rank-1 Recognition Rate"
"AIM","MORPH Album2","AIM","99.13","Rank-1 Recognition Rate"
"OE-CNN","MORPH Album2","OE-CNN","98.55","Rank-1 Recognition Rate"
"AIM","CAFR","AIM","84.81","Accuracy"
"Light CNN","CAFR","Light CNN","73.56","Accuracy"
"AIM","FG-NET","AIM","93.20","Accuracy"
"AIM + CAFR","CACDVS","AIM + CAFR","99.76","Accuracy"
"AIM","CACDVS","AIM","99.38","Accuracy"
"OE-CNN","CACDVS","OE-CNN","99.20","Accuracy"
"DeepVisage","CACDVS","DeepVisage","99.13","Accuracy"
"MFM-CNN","CACDVS","MFM-CNN","97.95","Accuracy"
"SE-GV-3","IJB-A","SE-GV-3","0.972","TAR @ FAR=0.01"
"GhostVLAD, SE-GV-3","IJB-B","GhostVLAD, SE-GV-3","0.963","TAR @ FAR=0.01"
"RMDL","Olivetti Faces 5 Image","RMDL","95.00","Accuracy"
"SRGAN + Residual-in-Residual Dense Block","Urban100 - 4x upscaling","SRGAN + Residual-in-Residual Dense Block","27.03","PSNR"
"SRGAN + Residual-in-Residual Dense Block","Urban100 - 4x upscaling","SRGAN + Residual-in-Residual Dense Block","0.8153","SSIM"
"ProSR","Urban100 - 4x upscaling","ProSR","26.89","PSNR"
"RCAN","Urban100 - 4x upscaling","RCAN","26.82","PSNR"
"RCAN","Urban100 - 4x upscaling","RCAN","0.8087","SSIM"
"EDSR","Urban100 - 4x upscaling","EDSR","26.64","PSNR"
"EDSR","Urban100 - 4x upscaling","EDSR","0.8033","SSIM"
"RDN","Urban100 - 4x upscaling","RDN","26.61","PSNR"
"RDN","Urban100 - 4x upscaling","RDN","0.8028","SSIM"
"SRFBN","Urban100 - 4x upscaling","SRFBN","26.60","PSNR"
"SRFBN","Urban100 - 4x upscaling","SRFBN","0.8015","SSIM"
"Manifold Simplification","Urban100 - 4x upscaling","Manifold Simplification","26.42","PSNR"
"Manifold Simplification","Urban100 - 4x upscaling","Manifold Simplification","0.7940","SSIM"
"MWCNN","Urban100 - 4x upscaling","MWCNN","26.27","PSNR"
"MWCNN","Urban100 - 4x upscaling","MWCNN","0.7890","SSIM"
"CARN","Urban100 - 4x upscaling","CARN","26.07","PSNR"
"CARN","Urban100 - 4x upscaling","CARN","0.7837","SSIM"
"SRRAM","Urban100 - 4x upscaling","SRRAM","26.05","PSNR"
"SRRAM","Urban100 - 4x upscaling","SRRAM","0.7834","SSIM"
"BSRN","Urban100 - 4x upscaling","BSRN","26.03","PSNR"
"BSRN","Urban100 - 4x upscaling","BSRN","0.7835","SSIM"
"NLRN","Urban100 - 4x upscaling","NLRN","25.79","PSNR"
"NLRN","Urban100 - 4x upscaling","NLRN","0.7729","SSIM"
"SRMDNF","Urban100 - 4x upscaling","SRMDNF","25.68","PSNR"
"SRMDNF","Urban100 - 4x upscaling","SRMDNF","0.773","SSIM"
"ENet-E","Urban100 - 4x upscaling","ENet-E","25.66","PSNR"
"ENet-E","Urban100 - 4x upscaling","ENet-E","0.7703","SSIM"
"RL-CSC","Urban100 - 4x upscaling","RL-CSC","25.59","PSNR"
"RL-CSC","Urban100 - 4x upscaling","RL-CSC","0.7680","SSIM"
"MemNet","Urban100 - 4x upscaling","MemNet","25.50","PSNR"
"MemNet","Urban100 - 4x upscaling","MemNet","0.7630","SSIM"
"SESR","Urban100 - 4x upscaling","SESR","25.42","PSNR"
"SESR","Urban100 - 4x upscaling","SESR","0.771","SSIM"
"IDN","Urban100 - 4x upscaling","IDN","25.41","PSNR"
"IDN","Urban100 - 4x upscaling","IDN","0.7632","SSIM"
"LapSRN","Urban100 - 4x upscaling","LapSRN","25.21","PSNR"
"DnCNN-3","Urban100 - 4x upscaling","DnCNN-3","25.20","PSNR"
"DnCNN-3","Urban100 - 4x upscaling","DnCNN-3","0.7521","SSIM"
"DSRN","Urban100 - 4x upscaling","DSRN","25.08","PSNR"
"DSRN","Urban100 - 4x upscaling","DSRN","0.747","SSIM"
"SRCNN","Urban100 - 4x upscaling","SRCNN","24.52","PSNR"
"SRCNN","Urban100 - 4x upscaling","SRCNN","0.7221","SSIM"
"bicubic","Urban100 - 4x upscaling","bicubic","23.14","PSNR"
"bicubic","Urban100 - 4x upscaling","bicubic","0.6577","SSIM"
"D-DBPN","Urban100 - 4x upscaling","D-DBPN","0.795","SSIM"
"SRGAN + Residual-in-Residual Dense Block","Set14 - 4x upscaling","SRGAN + Residual-in-Residual Dense Block","28.99","PSNR"
"SRGAN + Residual-in-Residual Dense Block","Set14 - 4x upscaling","SRGAN + Residual-in-Residual Dense Block","0.7917","SSIM"
"PFF","Set14 - 4x upscaling","PFF","28.98","PSNR"
"PFF","Set14 - 4x upscaling","PFF","0.7904","SSIM"
"ProSR","Set14 - 4x upscaling","ProSR","28.94","PSNR"
"RCAN","Set14 - 4x upscaling","RCAN","28.87","PSNR"
"RCAN","Set14 - 4x upscaling","RCAN","0.7889","SSIM"
"D-DBPN","Set14 - 4x upscaling","D-DBPN","28.82","PSNR"
"D-DBPN","Set14 - 4x upscaling","D-DBPN","0.786","SSIM"
"RDN","Set14 - 4x upscaling","RDN","28.81","PSNR"
"RDN","Set14 - 4x upscaling","RDN","0.7871","SSIM"
"SRFBN","Set14 - 4x upscaling","SRFBN","28.81","PSNR"
"SRFBN","Set14 - 4x upscaling","SRFBN","0.7868","SSIM"
"EDSR","Set14 - 4x upscaling","EDSR","28.80","PSNR"
"EDSR","Set14 - 4x upscaling","EDSR","0.7876","SSIM"
"Manifold Simplification","Set14 - 4x upscaling","Manifold Simplification","28.80","PSNR"
"Manifold Simplification","Set14 - 4x upscaling","Manifold Simplification","0.7856","SSIM"
"CARN","Set14 - 4x upscaling","CARN","28.60","PSNR"
"CARN","Set14 - 4x upscaling","CARN","0.7806","SSIM"
"BSRN","Set14 - 4x upscaling","BSRN","28.56","PSNR"
"BSRN","Set14 - 4x upscaling","BSRN","0.7803","SSIM"
"SRRAM","Set14 - 4x upscaling","SRRAM","28.54","PSNR"
"SRRAM","Set14 - 4x upscaling","SRRAM","0.7800","SSIM"
"SRResNet","Set14 - 4x upscaling","SRResNet","28.49","PSNR"
"SRResNet","Set14 - 4x upscaling","SRResNet","0.8184","SSIM"
"SRResNet","Set14 - 4x upscaling","SRResNet","2.98","MOS"
"ENet-E","Set14 - 4x upscaling","ENet-E","28.42","PSNR"
"ENet-E","Set14 - 4x upscaling","ENet-E","0.7774","SSIM"
"MWCNN","Set14 - 4x upscaling","MWCNN","28.41","PSNR"
"MWCNN","Set14 - 4x upscaling","MWCNN","0.7816","SSIM"
"NLRN","Set14 - 4x upscaling","NLRN","28.36","PSNR"
"NLRN","Set14 - 4x upscaling","NLRN","0.7745","SSIM"
"SRMDNF","Set14 - 4x upscaling","SRMDNF","28.35","PSNR"
"SRMDNF","Set14 - 4x upscaling","SRMDNF","0.777","SSIM"
"SESR","Set14 - 4x upscaling","SESR","28.32","PSNR"
"SESR","Set14 - 4x upscaling","SESR","0.784","SSIM"
"RL-CSC","Set14 - 4x upscaling","RL-CSC","28.29","PSNR"
"RL-CSC","Set14 - 4x upscaling","RL-CSC","0.7741","SSIM"
"MemNet","Set14 - 4x upscaling","MemNet","28.26","PSNR"
"MemNet","Set14 - 4x upscaling","MemNet","0.7723","SSIM"
"IDN","Set14 - 4x upscaling","IDN","28.25","PSNR"
"IDN","Set14 - 4x upscaling","IDN","0.7730","SSIM"
" LapSR","Set14 - 4x upscaling"," LapSR","28.19","PSNR"
"DSRN","Set14 - 4x upscaling","DSRN","28.07","PSNR"
"DSRN","Set14 - 4x upscaling","DSRN","0.770","SSIM"
"DnCNN-3","Set14 - 4x upscaling","DnCNN-3","28.04","PSNR"
"DnCNN-3","Set14 - 4x upscaling","DnCNN-3","0.7672","SSIM"
"DRCN","Set14 - 4x upscaling","DRCN","28.02","PSNR"
"DRCN","Set14 - 4x upscaling","DRCN","0.8074","SSIM"
"DRCN","Set14 - 4x upscaling","DRCN","2.84","MOS"
"ZSSR","Set14 - 4x upscaling","ZSSR","28.01","PSNR"
"ZSSR","Set14 - 4x upscaling","ZSSR","0.7651","SSIM"
"IA","Set14 - 4x upscaling","IA","27.88","PSNR"
"MSSRNet","Set14 - 4x upscaling","MSSRNet","27.83","PSNR"
"MSSRNet","Set14 - 4x upscaling","MSSRNet","0.7631","SSIM"
"TNRD","Set14 - 4x upscaling","TNRD","27.68","PSNR"
"ESPCN","Set14 - 4x upscaling","ESPCN","27.66","PSNR"
"ESPCN","Set14 - 4x upscaling","ESPCN","0.8004","SSIM"
"ESPCN","Set14 - 4x upscaling","ESPCN","2.52","MOS"
"4PP-EUSR","Set14 - 4x upscaling","4PP-EUSR","27.6222","PSNR"
"4PP-EUSR","Set14 - 4x upscaling","4PP-EUSR","0.7419","SSIM"
"SPMC","Set14 - 4x upscaling","SPMC","27.57","PSNR"
"SPMC","Set14 - 4x upscaling","SPMC","0.76","SSIM"
"SRCNN","Set14 - 4x upscaling","SRCNN","27.50","PSNR"
"SRCNN","Set14 - 4x upscaling","SRCNN","0.7513","SSIM"
"FAFR*","Set14 - 4x upscaling","FAFR*","27.48","PSNR"
"JMPF+","Set14 - 4x upscaling","JMPF+","27.37","PSNR"
"Deep Mean-Shift Priors","Set14 - 4x upscaling","Deep Mean-Shift Priors","26.22","PSNR"
"SFT-GAN","Set14 - 4x upscaling","SFT-GAN","26.13","PSNR"
"SFT-GAN","Set14 - 4x upscaling","SFT-GAN","0.694","SSIM"
"SRGAN","Set14 - 4x upscaling","SRGAN","26.02","PSNR"
"SRGAN","Set14 - 4x upscaling","SRGAN","0.7397","SSIM"
"SRGAN","Set14 - 4x upscaling","SRGAN","3.72","MOS"
"bicubic","Set14 - 4x upscaling","bicubic","25.99","PSNR"
"bicubic","Set14 - 4x upscaling","bicubic","0.7486","SSIM"
"bicubic","Set14 - 4x upscaling","bicubic","1.80","MOS"
"nearest neighbors","Set14 - 4x upscaling","nearest neighbors","24.64","PSNR"
"nearest neighbors","Set14 - 4x upscaling","nearest neighbors","0.7100","SSIM"
"nearest neighbors","Set14 - 4x upscaling","nearest neighbors","1.20","MOS"
"SRGAN + Residual-in-Residual Dense Block","BSD100 - 4x upscaling","SRGAN + Residual-in-Residual Dense Block","27.85","PSNR"
"SRGAN + Residual-in-Residual Dense Block","BSD100 - 4x upscaling","SRGAN + Residual-in-Residual Dense Block","0.7455","SSIM"
"ProSR","BSD100 - 4x upscaling","ProSR","27.79","PSNR"
"RCAN","BSD100 - 4x upscaling","RCAN","27.77","PSNR"
"RCAN","BSD100 - 4x upscaling","RCAN","0.7436","SSIM"
"RDN","BSD100 - 4x upscaling","RDN","27.72","PSNR"
"RDN","BSD100 - 4x upscaling","RDN","0.7419","SSIM"
"SRFBN","BSD100 - 4x upscaling","SRFBN","27.72","PSNR"
"SRFBN","BSD100 - 4x upscaling","SRFBN","0.7409","SSIM"
"D-DBPN","BSD100 - 4x upscaling","D-DBPN","27.72","PSNR"
"D-DBPN","BSD100 - 4x upscaling","D-DBPN","0.740","SSIM"
"EDSR","BSD100 - 4x upscaling","EDSR","27.71","PSNR"
"EDSR","BSD100 - 4x upscaling","EDSR","0.7420","SSIM"
"Manifold Simplification","BSD100 - 4x upscaling","Manifold Simplification","27.66","PSNR"
"Manifold Simplification","BSD100 - 4x upscaling","Manifold Simplification","0.7380","SSIM"
"MWCNN","BSD100 - 4x upscaling","MWCNN","27.62","PSNR"
"MWCNN","BSD100 - 4x upscaling","MWCNN","0.7355","SSIM"
"SRResNet","BSD100 - 4x upscaling","SRResNet","27.58","PSNR"
"SRResNet","BSD100 - 4x upscaling","SRResNet","0.7620","SSIM"
"SRResNet","BSD100 - 4x upscaling","SRResNet","2.29","MOS"
"CARN","BSD100 - 4x upscaling","CARN","27.58","PSNR"
"CARN","BSD100 - 4x upscaling","CARN","0.7349","SSIM"
"BSRN","BSD100 - 4x upscaling","BSRN","27.57","PSNR"
"BSRN","BSD100 - 4x upscaling","BSRN","0.7353","SSIM"
"SRRAM","BSD100 - 4x upscaling","SRRAM","27.56","PSNR"
"SRRAM","BSD100 - 4x upscaling","SRRAM","0.7350","SSIM"
"ENet-E","BSD100 - 4x upscaling","ENet-E","27.50","PSNR"
"ENet-E","BSD100 - 4x upscaling","ENet-E","0.7326","SSIM"
"SRMDNF","BSD100 - 4x upscaling","SRMDNF","27.49","PSNR"
"SRMDNF","BSD100 - 4x upscaling","SRMDNF","0.734","SSIM"
"NLRN","BSD100 - 4x upscaling","NLRN","27.48","PSNR"
"NLRN","BSD100 - 4x upscaling","NLRN","0.7306","SSIM"
"RL-CSC","BSD100 - 4x upscaling","RL-CSC","27.44","PSNR"
"RL-CSC","BSD100 - 4x upscaling","RL-CSC","0.7302","SSIM"
"SESR","BSD100 - 4x upscaling","SESR","27.42","PSNR"
"SESR","BSD100 - 4x upscaling","SESR","0.737","SSIM"
"IDN","BSD100 - 4x upscaling","IDN","27.41","PSNR"
"IDN","BSD100 - 4x upscaling","IDN","0.7297","SSIM"
"RED30","BSD100 - 4x upscaling","RED30","27.40","PSNR"
"RED30","BSD100 - 4x upscaling","RED30","0.7290","SSIM"
"MemNet","BSD100 - 4x upscaling","MemNet","27.40","PSNR"
"MemNet","BSD100 - 4x upscaling","MemNet","0.7281","SSIM"
"LapSRN","BSD100 - 4x upscaling","LapSRN","27.32","PSNR"
"DnCNN-3","BSD100 - 4x upscaling","DnCNN-3","27.29","PSNR"
"DnCNN-3","BSD100 - 4x upscaling","DnCNN-3","0.7253","SSIM"
"DSRN","BSD100 - 4x upscaling","DSRN","27.25","PSNR"
"DSRN","BSD100 - 4x upscaling","DSRN","0.724","SSIM"
"DRCN","BSD100 - 4x upscaling","DRCN","27.21","PSNR"
"DRCN","BSD100 - 4x upscaling","DRCN","0.7493","SSIM"
"DRCN","BSD100 - 4x upscaling","DRCN","2.12","MOS"
"IA","BSD100 - 4x upscaling","IA","27.16","PSNR"
"ZSSR","BSD100 - 4x upscaling","ZSSR","27.12","PSNR"
"ZSSR","BSD100 - 4x upscaling","ZSSR","0.7211","SSIM"
"ESPCN","BSD100 - 4x upscaling","ESPCN","27.02","PSNR"
"ESPCN","BSD100 - 4x upscaling","ESPCN","0.7442","SSIM"
"ESPCN","BSD100 - 4x upscaling","ESPCN","2.01","MOS"
"FAFR*","BSD100 - 4x upscaling","FAFR*","26.91","PSNR"
"SRCNN","BSD100 - 4x upscaling","SRCNN","26.90","PSNR"
"SRCNN","BSD100 - 4x upscaling","SRCNN","0.7101","SSIM"
"JMPF+","BSD100 - 4x upscaling","JMPF+","26.87","PSNR"
"4PP-EUSR","BSD100 - 4x upscaling","4PP-EUSR","26.5707","PSNR"
"4PP-EUSR","BSD100 - 4x upscaling","4PP-EUSR","0.6900","SSIM"
"bicubic","BSD100 - 4x upscaling","bicubic","25.94","PSNR"
"bicubic","BSD100 - 4x upscaling","bicubic","0.6935","SSIM"
"bicubic","BSD100 - 4x upscaling","bicubic","1.47","MOS"
"SFT-GAN","BSD100 - 4x upscaling","SFT-GAN","25.33","PSNR"
"SFT-GAN","BSD100 - 4x upscaling","SFT-GAN","0.651","SSIM"
"SRGAN","BSD100 - 4x upscaling","SRGAN","25.16","PSNR"
"SRGAN","BSD100 - 4x upscaling","SRGAN","0.6688","SSIM"
"SRGAN","BSD100 - 4x upscaling","SRGAN","3.56","MOS"
"nearest neighbors","BSD100 - 4x upscaling","nearest neighbors","25.02","PSNR"
"nearest neighbors","BSD100 - 4x upscaling","nearest neighbors","0.6606","SSIM"
"nearest neighbors","BSD100 - 4x upscaling","nearest neighbors","1.11","MOS"
"Perceptual Loss","BSD100 - 4x upscaling","Perceptual Loss","24.95","PSNR"
"Perceptual Loss","BSD100 - 4x upscaling","Perceptual Loss","0.6317","SSIM"
"PFF","Set5 - 4x upscaling","PFF","32.74","PSNR"
"PFF","Set5 - 4x upscaling","PFF","0.9021","SSIM"
"SRGAN + Residual-in-Residual Dense Block","Set5 - 4x upscaling","SRGAN + Residual-in-Residual Dense Block","32.73","PSNR"
"SRGAN + Residual-in-Residual Dense Block","Set5 - 4x upscaling","SRGAN + Residual-in-Residual Dense Block","0.9011","SSIM"
"RCAN","Set5 - 4x upscaling","RCAN","32.63","PSNR"
"RCAN","Set5 - 4x upscaling","RCAN","0.9002","SSIM"
"RDN","Set5 - 4x upscaling","RDN","32.47","PSNR"
"RDN","Set5 - 4x upscaling","RDN","0.8990","SSIM"
"SRFBN","Set5 - 4x upscaling","SRFBN","32.47","PSNR"
"SRFBN","Set5 - 4x upscaling","SRFBN","0.8983","SSIM"
"D-DBPN","Set5 - 4x upscaling","D-DBPN","32.47","PSNR"
"D-DBPN","Set5 - 4x upscaling","D-DBPN","0.898","SSIM"
"EDSR","Set5 - 4x upscaling","EDSR","32.46","PSNR"
"EDSR","Set5 - 4x upscaling","EDSR","0.8968","SSIM"
"Manifold Simplification","Set5 - 4x upscaling","Manifold Simplification","32.23","PSNR"
"Manifold Simplification","Set5 - 4x upscaling","Manifold Simplification","0.8952","SSIM"
"BSRN","Set5 - 4x upscaling","BSRN","32.14","PSNR"
"BSRN","Set5 - 4x upscaling","BSRN","0.8937","SSIM"
"CARN","Set5 - 4x upscaling","CARN","32.13","PSNR"
"CARN","Set5 - 4x upscaling","CARN","0.8937","SSIM"
"SRRAM","Set5 - 4x upscaling","SRRAM","32.13","PSNR"
"SRRAM","Set5 - 4x upscaling","SRRAM","0.8932","SSIM"
"MWCNN","Set5 - 4x upscaling","MWCNN","32.12","PSNR"
"MWCNN","Set5 - 4x upscaling","MWCNN","0.8941","SSIM"
"SRResNet","Set5 - 4x upscaling","SRResNet","32.05","PSNR"
"SRResNet","Set5 - 4x upscaling","SRResNet","0.9019","SSIM"
"SRResNet","Set5 - 4x upscaling","SRResNet","3.37","MOS"
"SRMDNF","Set5 - 4x upscaling","SRMDNF","31.96","PSNR"
"SRMDNF","Set5 - 4x upscaling","SRMDNF","0.893","SSIM"
"NLRN","Set5 - 4x upscaling","NLRN","31.92","PSNR"
"NLRN","Set5 - 4x upscaling","NLRN","0.8916","SSIM"
"SESR","Set5 - 4x upscaling","SESR","31.84","PSNR"
"SESR","Set5 - 4x upscaling","SESR","0.891","SSIM"
"RL-CSC","Set5 - 4x upscaling","RL-CSC","31.82","PSNR"
"RL-CSC","Set5 - 4x upscaling","RL-CSC","0.8907","SSIM"
"IDN","Set5 - 4x upscaling","IDN","31.82","PSNR"
"IDN","Set5 - 4x upscaling","IDN","0.8903","SSIM"
"MemNet","Set5 - 4x upscaling","MemNet","31.74","PSNR"
"MemNet","Set5 - 4x upscaling","MemNet","0.8893","SSIM"
"ENet-E","Set5 - 4x upscaling","ENet-E","31.74","PSNR"
"ENet-E","Set5 - 4x upscaling","ENet-E","0.8869","SSIM"
"DRCN","Set5 - 4x upscaling","DRCN","31.52","PSNR"
"DRCN","Set5 - 4x upscaling","DRCN","0.8938","SSIM"
"DRCN","Set5 - 4x upscaling","DRCN","3.26","MOS"
"RED30","Set5 - 4x upscaling","RED30","31.51","PSNR"
"RED30","Set5 - 4x upscaling","RED30","0.8869","SSIM"
"N3Net","Set5 - 4x upscaling","N3Net","31.50","PSNR"
"DnCNN-3","Set5 - 4x upscaling","DnCNN-3","31.40","PSNR"
"DnCNN-3","Set5 - 4x upscaling","DnCNN-3","0.8845","SSIM"
"DSRN","Set5 - 4x upscaling","DSRN","31.40","PSNR"
"DSRN","Set5 - 4x upscaling","DSRN","0.883","SSIM"
"ZSSR","Set5 - 4x upscaling","ZSSR","31.13","PSNR"
"ZSSR","Set5 - 4x upscaling","ZSSR","0.8796","SSIM"
"MSSRNet","Set5 - 4x upscaling","MSSRNet","31.10","PSNR"
"MSSRNet","Set5 - 4x upscaling","MSSRNet","0.8777","SSIM"
"IA","Set5 - 4x upscaling","IA","31.10","PSNR"
"4PP-EUSR","Set5 - 4x upscaling","4PP-EUSR","31.0846","PSNR"
"4PP-EUSR","Set5 - 4x upscaling","4PP-EUSR","0.8652","SSIM"
"SPMC","Set5 - 4x upscaling","SPMC","30.96","PSNR"
"SPMC","Set5 - 4x upscaling","SPMC","0.87","SSIM"
"TNRD","Set5 - 4x upscaling","TNRD","30.85","PSNR"
"ESPCN","Set5 - 4x upscaling","ESPCN","30.76","PSNR"
"ESPCN","Set5 - 4x upscaling","ESPCN","0.8784","SSIM"
